,value,min,max,dsc,sym,dev,timestamp
2,24.711384649369087,0,100,Hygrometer,%,BME680,1614542039.713275
3,179.386,300000,1100000,VOC,KOhm,BME680,1614542039.713275
0,28.021015625,-40,85,Thermometer,°c,BME680,1614542100.5042927
1,993.9888538451254,300,1100,Barometer,hPa,BME680,1614542100.5042927
2,24.78288898857276,0,100,Hygrometer,%,BME680,1614542100.5042927
3,187.699,300000,1100000,VOC,KOhm,BME680,1614542100.5042927
0,27.9923046875,-40,85,Thermometer,°c,BME680,1614542161.3852806
1,993.9893487084065,300,1100,Barometer,hPa,BME680,1614542161.3852806
2,24.873496513644778,0,100,Hygrometer,%,BME680,1614542161.3852806
3,189.334,300000,1100000,VOC,KOhm,BME680,1614542161.3852806
0,27.9512890625,-40,85,Thermometer,°c,BME680,1614542222.2048864
1,993.9651280785713,300,1100,Barometer,hPa,BME680,1614542222.2048864
2,24.875919022068004,0,100,Hygrometer,%,BME680,1614542222.2048864
3,191.418,300000,1100000,VOC,KOhm,BME680,1614542222.2048864
0,27.931171875,-40,85,Thermometer,°c,BME680,1614542283.0444224
1,993.9474656697225,300,1100,Barometer,hPa,BME680,1614542283.0444224
2,24.91262654102961,0,100,Hygrometer,%,BME680,1614542283.0444224
3,194.197,300000,1100000,VOC,KOhm,BME680,1614542283.0444224
0,27.91671875,-40,85,Thermometer,°c,BME680,1614542343.9002068
1,993.9334585321728,300,1100,Barometer,hPa,BME680,1614542343.9002068
2,24.960678836724554,0,100,Hygrometer,%,BME680,1614542343.9002068
3,195.397,300000,1100000,VOC,KOhm,BME680,1614542343.9002068
0,27.91984375,-40,85,Thermometer,°c,BME680,1614542404.779003
1,993.9260579192548,300,1100,Barometer,hPa,BME680,1614542404.779003
2,24.960910569192748,0,100,Hygrometer,%,BME680,1614542404.779003
3,197.73,300000,1100000,VOC,KOhm,BME680,1614542404.779003
0,27.934296875,-40,85,Thermometer,°c,BME680,1614542465.5802174
1,993.8924893693152,300,1100,Barometer,hPa,BME680,1614542465.5802174
2,24.929230738663843,0,100,Hygrometer,%,BME680,1614542465.5802174
3,199.317,300000,1100000,VOC,KOhm,BME680,1614542465.5802174
0,27.9219921875,-40,85,Thermometer,°c,BME680,1614542519.503925
1,993.8008226012747,300,1100,Barometer,hPa,BME680,1614542519.503925
2,25.196018338715227,0,100,Hygrometer,%,BME680,1614542519.503925
3,579.814,300000,1100000,VOC,KOhm,BME680,1614542519.503925
0,27.942890625,-40,85,Thermometer,°c,BME680,1614542580.1384473
1,993.807379560572,300,1100,Barometer,hPa,BME680,1614542580.1384473
2,25.02268678462277,0,100,Hygrometer,%,BME680,1614542580.1384473
3,197.282,300000,1100000,VOC,KOhm,BME680,1614542580.1384473
0,27.944453125,-40,85,Thermometer,°c,BME680,1614542640.9397516
1,993.8080838236357,300,1100,Barometer,hPa,BME680,1614542640.9397516
2,25.033727135818815,0,100,Hygrometer,%,BME680,1614542640.9397516
3,199.775,300000,1100000,VOC,KOhm,BME680,1614542640.9397516
0,27.938203125,-40,85,Thermometer,°c,BME680,1614542701.8182309
1,993.8123149502862,300,1100,Barometer,hPa,BME680,1614542701.8182309
2,25.027800299394748,0,100,Hygrometer,%,BME680,1614542701.8182309
3,201.862,300000,1100000,VOC,KOhm,BME680,1614542701.8182309
0,27.9137890625,-40,85,Thermometer,°c,BME680,1614542762.6468186
1,993.8178279066365,300,1100,Barometer,hPa,BME680,1614542762.6468186
2,25.069686251533703,0,100,Hygrometer,%,BME680,1614542762.6468186
3,203.993,300000,1100000,VOC,KOhm,BME680,1614542762.6468186
0,27.9110546875,-40,85,Thermometer,°c,BME680,1614542823.4712524
1,993.806463696497,300,1100,Barometer,hPa,BME680,1614542823.4712524
2,25.047630803355844,0,100,Hygrometer,%,BME680,1614542823.4712524
3,205.926,300000,1100000,VOC,KOhm,BME680,1614542823.4712524
0,27.8946484375,-40,85,Thermometer,°c,BME680,1614542884.2994359
1,993.7699946558744,300,1100,Barometer,hPa,BME680,1614542884.2994359
2,25.10104496404952,0,100,Hygrometer,%,BME680,1614542884.2994359
3,208.269,300000,1100000,VOC,KOhm,BME680,1614542884.2994359
0,27.87140625,-40,85,Thermometer,°c,BME680,1614542945.080219
1,993.7474022272452,300,1100,Barometer,hPa,BME680,1614542945.080219
2,25.19223759033612,0,100,Hygrometer,%,BME680,1614542945.080219
3,210.03,300000,1100000,VOC,KOhm,BME680,1614542945.080219
0,27.8675,-40,85,Thermometer,°c,BME680,1614543005.8302183
1,993.7289032340975,300,1100,Barometer,hPa,BME680,1614543005.8302183
2,25.47658188388739,0,100,Hygrometer,%,BME680,1614543005.8302183
3,211.563,300000,1100000,VOC,KOhm,BME680,1614543005.8302183
0,27.8454296875,-40,85,Thermometer,°c,BME680,1614543066.6753483
1,993.7257782238471,300,1100,Barometer,hPa,BME680,1614543066.6753483
2,25.431089957999436,0,100,Hygrometer,%,BME680,1614543066.6753483
3,212.858,300000,1100000,VOC,KOhm,BME680,1614543066.6753483
0,27.814375,-40,85,Thermometer,°c,BME680,1614543127.4902272
1,993.7208009513326,300,1100,Barometer,hPa,BME680,1614543127.4902272
2,25.49997201304937,0,100,Hygrometer,%,BME680,1614543127.4902272
3,214.433,300000,1100000,VOC,KOhm,BME680,1614543127.4902272
0,27.7727734375,-40,85,Thermometer,°c,BME680,1614543188.3034263
1,993.704455202374,300,1100,Barometer,hPa,BME680,1614543188.3034263
2,25.568083659061088,0,100,Hygrometer,%,BME680,1614543188.3034263
3,216.704,300000,1100000,VOC,KOhm,BME680,1614543188.3034263
0,27.7450390625,-40,85,Thermometer,°c,BME680,1614543249.0802212
1,993.6870960750545,300,1100,Barometer,hPa,BME680,1614543249.0802212
2,25.56598655255673,0,100,Hygrometer,%,BME680,1614543249.0802212
3,217.927,300000,1100000,VOC,KOhm,BME680,1614543249.0802212
0,27.7219921875,-40,85,Thermometer,°c,BME680,1614543309.900218
1,993.6718507446718,300,1100,Barometer,hPa,BME680,1614543309.900218
2,25.61358758516653,0,100,Hygrometer,%,BME680,1614543309.900218
3,219.716,300000,1100000,VOC,KOhm,BME680,1614543309.900218
0,27.6977734375,-40,85,Thermometer,°c,BME680,1614543370.6867144
1,993.6512313808723,300,1100,Barometer,hPa,BME680,1614543370.6867144
2,25.650142406350614,0,100,Hygrometer,%,BME680,1614543370.6867144
3,221.254,300000,1100000,VOC,KOhm,BME680,1614543370.6867144
0,27.673359375,-40,85,Thermometer,°c,BME680,1614543431.83024
1,993.6320639719971,300,1100,Barometer,hPa,BME680,1614543431.83024
2,25.686689078759322,0,100,Hygrometer,%,BME680,1614543431.83024
3,222.528,300000,1100000,VOC,KOhm,BME680,1614543431.83024
0,27.6419140625,-40,85,Thermometer,°c,BME680,1614543492.644944
1,993.608839976638,300,1100,Barometer,hPa,BME680,1614543492.644944
2,25.71722132722002,0,100,Hygrometer,%,BME680,1614543492.644944
3,223.961,300000,1100000,VOC,KOhm,BME680,1614543492.644944
0,27.61359375,-40,85,Thermometer,°c,BME680,1614543553.4983087
1,993.5817417641999,300,1100,Barometer,hPa,BME680,1614543553.4983087
2,25.73153190547028,0,100,Hygrometer,%,BME680,1614543553.4983087
3,225.852,300000,1100000,VOC,KOhm,BME680,1614543553.4983087
0,27.585859375,-40,85,Thermometer,°c,BME680,1614543614.3302689
1,993.5555674753117,300,1100,Barometer,hPa,BME680,1614543614.3302689
2,25.79528389030212,0,100,Hygrometer,%,BME680,1614543614.3302689
3,226.44,300000,1100000,VOC,KOhm,BME680,1614543614.3302689
0,27.605390625,-40,85,Thermometer,°c,BME680,1614543675.139696
1,993.542374422412,300,1100,Barometer,hPa,BME680,1614543675.139696
2,25.730908889700217,0,100,Hygrometer,%,BME680,1614543675.139696
3,227.924,300000,1100000,VOC,KOhm,BME680,1614543675.139696
0,27.61515625,-40,85,Thermometer,°c,BME680,1614543735.9641383
1,993.5472244168562,300,1100,Barometer,hPa,BME680,1614543735.9641383
2,25.73713793922291,0,100,Hygrometer,%,BME680,1614543735.9641383
3,228.673,300000,1100000,VOC,KOhm,BME680,1614543735.9641383
0,27.693671875,-40,85,Thermometer,°c,BME680,1614543796.8571687
1,993.5390742997789,300,1100,Barometer,hPa,BME680,1614543796.8571687
2,25.622410534317975,0,100,Hygrometer,%,BME680,1614543796.8571687
3,229.125,300000,1100000,VOC,KOhm,BME680,1614543796.8571687
0,27.7735546875,-40,85,Thermometer,°c,BME680,1614543857.718854
1,993.5312911438509,300,1100,Barometer,hPa,BME680,1614543857.718854
2,25.65588810525871,0,100,Hygrometer,%,BME680,1614543857.718854
3,230.645,300000,1100000,VOC,KOhm,BME680,1614543857.718854
0,27.8305859375,-40,85,Thermometer,°c,BME680,1614543918.5456243
1,993.5314577725819,300,1100,Barometer,hPa,BME680,1614543918.5456243
2,25.868869716636738,0,100,Hygrometer,%,BME680,1614543918.5456243
3,231.412,300000,1100000,VOC,KOhm,BME680,1614543918.5456243
0,27.8716015625,-40,85,Thermometer,°c,BME680,1614543979.330223
1,993.5274778260988,300,1100,Barometer,hPa,BME680,1614543979.330223
2,26.04798253877045,0,100,Hygrometer,%,BME680,1614543979.330223
3,232.185,300000,1100000,VOC,KOhm,BME680,1614543979.330223
0,27.9161328125,-40,85,Thermometer,°c,BME680,1614544040.1402092
1,993.5114179768351,300,1100,Barometer,hPa,BME680,1614544040.1402092
2,26.073423301996737,0,100,Hygrometer,%,BME680,1614544040.1402092
3,233.119,300000,1100000,VOC,KOhm,BME680,1614544040.1402092
0,27.94796875,-40,85,Thermometer,°c,BME680,1614544100.967938
1,993.5035080591429,300,1100,Barometer,hPa,BME680,1614544100.967938
2,26.180506833598002,0,100,Hygrometer,%,BME680,1614544100.967938
3,233.903,300000,1100000,VOC,KOhm,BME680,1614544100.967938
0,27.98546875,-40,85,Thermometer,°c,BME680,1614544161.8147285
1,993.4992435546156,300,1100,Barometer,hPa,BME680,1614544161.8147285
2,26.18891478896923,0,100,Hygrometer,%,BME680,1614544161.8147285
3,235.646,300000,1100000,VOC,KOhm,BME680,1614544161.8147285
0,28.024140625,-40,85,Thermometer,°c,BME680,1614544222.6187098
1,993.4791985400084,300,1100,Barometer,hPa,BME680,1614544222.6187098
2,26.208437355130304,0,100,Hygrometer,%,BME680,1614544222.6187098
3,236.447,300000,1100000,VOC,KOhm,BME680,1614544222.6187098
0,28.0641796875,-40,85,Thermometer,°c,BME680,1614544283.4202156
1,993.4613014229135,300,1100,Barometer,hPa,BME680,1614544283.4202156
2,26.195002591580604,0,100,Hygrometer,%,BME680,1614544283.4202156
3,237.415,300000,1100000,VOC,KOhm,BME680,1614544283.4202156
0,28.1110546875,-40,85,Thermometer,°c,BME680,1614544344.2536519
1,993.4224537765648,300,1100,Barometer,hPa,BME680,1614544344.2536519
2,26.18760757229981,0,100,Hygrometer,%,BME680,1614544344.2536519
3,237.903,300000,1100000,VOC,KOhm,BME680,1614544344.2536519
0,28.1551953125,-40,85,Thermometer,°c,BME680,1614544405.0801167
1,993.3969039761316,300,1100,Barometer,hPa,BME680,1614544405.0801167
2,26.18000087442658,0,100,Hygrometer,%,BME680,1614544405.0801167
3,238.883,300000,1100000,VOC,KOhm,BME680,1614544405.0801167
0,28.19796875,-40,85,Thermometer,°c,BME680,1614544466.0004983
1,993.3621346343258,300,1100,Barometer,hPa,BME680,1614544466.0004983
2,26.221900394351582,0,100,Hygrometer,%,BME680,1614544466.0004983
3,239.706,300000,1100000,VOC,KOhm,BME680,1614544466.0004983
0,28.226484375,-40,85,Thermometer,°c,BME680,1614544526.8602173
1,993.3471745126831,300,1100,Barometer,hPa,BME680,1614544526.8602173
2,26.224111101490603,0,100,Hygrometer,%,BME680,1614544526.8602173
3,239.376,300000,1100000,VOC,KOhm,BME680,1614544526.8602173
0,28.27140625,-40,85,Thermometer,°c,BME680,1614544587.6482823
1,993.3316391238818,300,1100,Barometer,hPa,BME680,1614544587.6482823
2,25.990678421174007,0,100,Hygrometer,%,BME680,1614544587.6482823
3,241.203,300000,1100000,VOC,KOhm,BME680,1614544587.6482823
0,28.34875,-40,85,Thermometer,°c,BME680,1614544648.5029411
1,993.3301933508351,300,1100,Barometer,hPa,BME680,1614544648.5029411
2,25.639217952549885,0,100,Hygrometer,%,BME680,1614544648.5029411
3,241.874,300000,1100000,VOC,KOhm,BME680,1614544648.5029411
0,28.3997265625,-40,85,Thermometer,°c,BME680,1614544709.3302758
1,993.3418093274412,300,1100,Barometer,hPa,BME680,1614544709.3302758
2,25.500378505709055,0,100,Hygrometer,%,BME680,1614544709.3302758
3,243.227,300000,1100000,VOC,KOhm,BME680,1614544709.3302758
0,28.4301953125,-40,85,Thermometer,°c,BME680,1614544770.1290195
1,993.3440046842454,300,1100,Barometer,hPa,BME680,1614544770.1290195
2,25.464286132028917,0,100,Hygrometer,%,BME680,1614544770.1290195
3,244.768,300000,1100000,VOC,KOhm,BME680,1614544770.1290195
0,28.4481640625,-40,85,Thermometer,°c,BME680,1614544830.9607363
1,993.3511756778836,300,1100,Barometer,hPa,BME680,1614544830.9607363
2,25.421770175436713,0,100,Hygrometer,%,BME680,1614544830.9607363
3,242.887,300000,1100000,VOC,KOhm,BME680,1614544830.9607363
0,28.4579296875,-40,85,Thermometer,°c,BME680,1614544891.8302395
1,993.3524656633685,300,1100,Barometer,hPa,BME680,1614544891.8302395
2,25.41702494556705,0,100,Hygrometer,%,BME680,1614544891.8302395
3,245.113,300000,1100000,VOC,KOhm,BME680,1614544891.8302395
0,28.4587109375,-40,85,Thermometer,°c,BME680,1614544952.6678047
1,993.3607513388555,300,1100,Barometer,hPa,BME680,1614544952.6678047
2,25.444504827927805,0,100,Hygrometer,%,BME680,1614544952.6678047
3,247.028,300000,1100000,VOC,KOhm,BME680,1614544952.6678047
0,28.45578125,-40,85,Thermometer,°c,BME680,1614545013.4502244
1,993.3667128134247,300,1100,Barometer,hPa,BME680,1614545013.4502244
2,25.47719521136999,0,100,Hygrometer,%,BME680,1614545013.4502244
3,247.203,300000,1100000,VOC,KOhm,BME680,1614545013.4502244
0,28.438203125,-40,85,Thermometer,°c,BME680,1614545074.2796175
1,993.365448056995,300,1100,Barometer,hPa,BME680,1614545074.2796175
2,25.481349454989417,0,100,Hygrometer,%,BME680,1614545074.2796175
3,247.555,300000,1100000,VOC,KOhm,BME680,1614545074.2796175
0,28.4253125,-40,85,Thermometer,°c,BME680,1614545135.0802438
1,993.3680464948915,300,1100,Barometer,hPa,BME680,1614545135.0802438
2,25.496831334407197,0,100,Hygrometer,%,BME680,1614545135.0802438
3,249.688,300000,1100000,VOC,KOhm,BME680,1614545135.0802438
0,28.43,-40,85,Thermometer,°c,BME680,1614545195.9035387
1,993.3578038348986,300,1100,Barometer,hPa,BME680,1614545195.9035387
2,25.59049029608049,0,100,Hygrometer,%,BME680,1614545195.9035387
3,249.151,300000,1100000,VOC,KOhm,BME680,1614545195.9035387
0,28.42375,-40,85,Thermometer,°c,BME680,1614545256.720231
1,993.3408955516533,300,1100,Barometer,hPa,BME680,1614545256.720231
2,25.59550544946076,0,100,Hygrometer,%,BME680,1614545256.720231
3,248.795,300000,1100000,VOC,KOhm,BME680,1614545256.720231
0,28.426875,-40,85,Thermometer,°c,BME680,1614545317.5587764
1,993.3228989853701,300,1100,Barometer,hPa,BME680,1614545317.5587764
2,25.590252682513764,0,100,Hygrometer,%,BME680,1614545317.5587764
3,250.047,300000,1100000,VOC,KOhm,BME680,1614545317.5587764
0,28.42296875,-40,85,Thermometer,°c,BME680,1614545378.3927736
1,993.3096864621078,300,1100,Barometer,hPa,BME680,1614545378.3927736
2,25.622901200581232,0,100,Hygrometer,%,BME680,1614545378.3927736
3,251.676,300000,1100000,VOC,KOhm,BME680,1614545378.3927736
0,28.418671875,-40,85,Thermometer,°c,BME680,1614545439.2295687
1,993.2782246079115,300,1100,Barometer,hPa,BME680,1614545439.2295687
2,25.58413890213211,0,100,Hygrometer,%,BME680,1614545439.2295687
3,252.773,300000,1100000,VOC,KOhm,BME680,1614545439.2295687
0,28.40734375,-40,85,Thermometer,°c,BME680,1614545500.0352921
1,993.2586006891383,300,1100,Barometer,hPa,BME680,1614545500.0352921
2,25.566809419631053,0,100,Hygrometer,%,BME680,1614545500.0352921
3,253.326,300000,1100000,VOC,KOhm,BME680,1614545500.0352921
0,28.38625,-40,85,Thermometer,°c,BME680,1614545560.9102218
1,993.2535554636788,300,1100,Barometer,hPa,BME680,1614545560.9102218
2,25.58716435782908,0,100,Hygrometer,%,BME680,1614545560.9102218
3,252.773,300000,1100000,VOC,KOhm,BME680,1614545560.9102218
0,28.431171875,-40,85,Thermometer,°c,BME680,1614545621.8600814
1,993.2573750275925,300,1100,Barometer,hPa,BME680,1614545621.8600814
2,25.727908346243172,0,100,Hygrometer,%,BME680,1614545621.8600814
3,254.81,300000,1100000,VOC,KOhm,BME680,1614545621.8600814
0,28.435859375,-40,85,Thermometer,°c,BME680,1614545682.6458318
1,993.2383143833559,300,1100,Barometer,hPa,BME680,1614545682.6458318
2,25.53055460965481,0,100,Hygrometer,%,BME680,1614545682.6458318
3,255.372,300000,1100000,VOC,KOhm,BME680,1614545682.6458318
0,28.44328125,-40,85,Thermometer,°c,BME680,1614545743.5002513
1,993.2147470966488,300,1100,Barometer,hPa,BME680,1614545743.5002513
2,25.492706782331943,0,100,Hygrometer,%,BME680,1614545743.5002513
3,254.252,300000,1100000,VOC,KOhm,BME680,1614545743.5002513
0,28.4270703125,-40,85,Thermometer,°c,BME680,1614545804.3302252
1,993.1750834746715,300,1100,Barometer,hPa,BME680,1614545804.3302252
2,25.518912401164105,0,100,Hygrometer,%,BME680,1614545804.3302252
3,257.261,300000,1100000,VOC,KOhm,BME680,1614545804.3302252
0,28.446015625,-40,85,Thermometer,°c,BME680,1614545865.160216
1,993.1449941065964,300,1100,Barometer,hPa,BME680,1614545865.160216
2,25.432575465853,0,100,Hygrometer,%,BME680,1614545865.160216
3,257.071,300000,1100000,VOC,KOhm,BME680,1614545865.160216
0,28.4423046875,-40,85,Thermometer,°c,BME680,1614545926.002331
1,993.123273525317,300,1100,Barometer,hPa,BME680,1614545926.002331
2,25.536531920723004,0,100,Hygrometer,%,BME680,1614545926.002331
3,257.071,300000,1100000,VOC,KOhm,BME680,1614545926.002331
0,28.4258984375,-40,85,Thermometer,°c,BME680,1614545986.8602283
1,993.0938846336627,300,1100,Barometer,hPa,BME680,1614545986.8602283
2,25.831967486760014,0,100,Hygrometer,%,BME680,1614545986.8602283
3,257.071,300000,1100000,VOC,KOhm,BME680,1614545986.8602283
0,28.4548046875,-40,85,Thermometer,°c,BME680,1614546047.6819499
1,993.0759673035044,300,1100,Barometer,hPa,BME680,1614546047.6819499
2,25.713225991199245,0,100,Hygrometer,%,BME680,1614546047.6819499
3,258.792,300000,1100000,VOC,KOhm,BME680,1614546047.6819499
0,28.4784375,-40,85,Thermometer,°c,BME680,1614546108.5187426
1,993.0462057723023,300,1100,Barometer,hPa,BME680,1614546108.5187426
2,25.654589043712157,0,100,Hygrometer,%,BME680,1614546108.5187426
3,258.985,300000,1100000,VOC,KOhm,BME680,1614546108.5187426
0,28.455390625,-40,85,Thermometer,°c,BME680,1614546169.3302162
1,993.0169339014213,300,1100,Barometer,hPa,BME680,1614546169.3302162
2,25.72975859784872,0,100,Hygrometer,%,BME680,1614546169.3302162
3,258.6,300000,1100000,VOC,KOhm,BME680,1614546169.3302162
0,28.4301953125,-40,85,Thermometer,°c,BME680,1614546230.164671
1,992.9789854242267,300,1100,Barometer,hPa,BME680,1614546230.164671
2,25.793801064200714,0,100,Hygrometer,%,BME680,1614546230.164671
3,258.792,300000,1100000,VOC,KOhm,BME680,1614546230.164671
0,28.4044140625,-40,85,Thermometer,°c,BME680,1614546290.939956
1,992.9506934203557,300,1100,Barometer,hPa,BME680,1614546290.939956
2,25.780831538272473,0,100,Hygrometer,%,BME680,1614546290.939956
3,260.147,300000,1100000,VOC,KOhm,BME680,1614546290.939956
0,28.4008984375,-40,85,Thermometer,°c,BME680,1614546351.765219
1,992.9222295474596,300,1100,Barometer,hPa,BME680,1614546351.765219
2,25.75857331501974,0,100,Hygrometer,%,BME680,1614546351.765219
3,260.342,300000,1100000,VOC,KOhm,BME680,1614546351.765219
0,28.38390625,-40,85,Thermometer,°c,BME680,1614546412.58026
1,992.895447888168,300,1100,Barometer,hPa,BME680,1614546412.58026
2,25.916770511313256,0,100,Hygrometer,%,BME680,1614546412.58026
3,262.504,300000,1100000,VOC,KOhm,BME680,1614546412.58026
0,28.378828125,-40,85,Thermometer,°c,BME680,1614546473.417113
1,992.8680487936331,300,1100,Barometer,hPa,BME680,1614546473.417113
2,25.88886791636423,0,100,Hygrometer,%,BME680,1614546473.417113
3,259.759,300000,1100000,VOC,KOhm,BME680,1614546473.417113
0,28.38703125,-40,85,Thermometer,°c,BME680,1614546534.2665253
1,992.8492392228413,300,1100,Barometer,hPa,BME680,1614546534.2665253
2,25.906004798325856,0,100,Hygrometer,%,BME680,1614546534.2665253
3,262.901,300000,1100000,VOC,KOhm,BME680,1614546534.2665253
0,28.381171875,-40,85,Thermometer,°c,BME680,1614546595.0802133
1,992.8029770080611,300,1100,Barometer,hPa,BME680,1614546595.0802133
2,26.120326806269325,0,100,Hygrometer,%,BME680,1614546595.0802133
3,262.504,300000,1100000,VOC,KOhm,BME680,1614546595.0802133
0,28.3837109375,-40,85,Thermometer,°c,BME680,1614546656.020219
1,992.7858197500143,300,1100,Barometer,hPa,BME680,1614546656.020219
2,26.054402892038016,0,100,Hygrometer,%,BME680,1614546656.020219
3,261.32,300000,1100000,VOC,KOhm,BME680,1614546656.020219
0,28.349921875,-40,85,Thermometer,°c,BME680,1614546716.8302045
1,992.7801753362718,300,1100,Barometer,hPa,BME680,1614546716.8302045
2,26.068320681921215,0,100,Hygrometer,%,BME680,1614546716.8302045
3,262.504,300000,1100000,VOC,KOhm,BME680,1614546716.8302045
0,28.3212109375,-40,85,Thermometer,°c,BME680,1614546777.643215
1,992.768425402878,300,1100,Barometer,hPa,BME680,1614546777.643215
2,26.000018493534544,0,100,Hygrometer,%,BME680,1614546777.643215
3,262.108,300000,1100000,VOC,KOhm,BME680,1614546777.643215
0,28.2891796875,-40,85,Thermometer,°c,BME680,1614546838.467875
1,992.7655435657466,300,1100,Barometer,hPa,BME680,1614546838.467875
2,25.870987710805423,0,100,Hygrometer,%,BME680,1614546838.467875
3,263.698,300000,1100000,VOC,KOhm,BME680,1614546838.467875
0,28.309296875,-40,85,Thermometer,°c,BME680,1614546899.2610464
1,992.7549376046449,300,1100,Barometer,hPa,BME680,1614546899.2610464
2,25.916541494957304,0,100,Hygrometer,%,BME680,1614546899.2610464
3,264.299,300000,1100000,VOC,KOhm,BME680,1614546899.2610464
0,28.367890625,-40,85,Thermometer,°c,BME680,1614546960.080224
1,992.7450194228757,300,1100,Barometer,hPa,BME680,1614546960.080224
2,25.74505789905506,0,100,Hygrometer,%,BME680,1614546960.080224
3,263.898,300000,1100000,VOC,KOhm,BME680,1614546960.080224
0,28.4212109375,-40,85,Thermometer,°c,BME680,1614547020.8804946
1,992.7214845074604,300,1100,Barometer,hPa,BME680,1614547020.8804946
2,25.633750982714762,0,100,Hygrometer,%,BME680,1614547020.8804946
3,266.527,300000,1100000,VOC,KOhm,BME680,1614547020.8804946
0,28.433125,-40,85,Thermometer,°c,BME680,1614547081.7695286
1,992.6873574052998,300,1100,Barometer,hPa,BME680,1614547081.7695286
2,25.64564301531712,0,100,Hygrometer,%,BME680,1614547081.7695286
3,265.916,300000,1100000,VOC,KOhm,BME680,1614547081.7695286
0,28.45578125,-40,85,Thermometer,°c,BME680,1614547142.580249
1,992.6595733265743,300,1100,Barometer,hPa,BME680,1614547142.580249
2,25.762770231769473,0,100,Hygrometer,%,BME680,1614547142.580249
3,268.378,300000,1100000,VOC,KOhm,BME680,1614547142.580249
0,28.4790234375,-40,85,Thermometer,°c,BME680,1614547203.3902347
1,992.6344716481922,300,1100,Barometer,hPa,BME680,1614547203.3902347
2,25.68210396609555,0,100,Hygrometer,%,BME680,1614547203.3902347
3,267.965,300000,1100000,VOC,KOhm,BME680,1614547203.3902347
0,28.504609375,-40,85,Thermometer,°c,BME680,1614547264.227914
1,992.6042403882159,300,1100,Barometer,hPa,BME680,1614547264.227914
2,25.678561497593705,0,100,Hygrometer,%,BME680,1614547264.227914
3,267.758,300000,1100000,VOC,KOhm,BME680,1614547264.227914
0,28.527265625,-40,85,Thermometer,°c,BME680,1614547325.0202196
1,992.5746795227847,300,1100,Barometer,hPa,BME680,1614547325.0202196
2,25.67479546293422,0,100,Hygrometer,%,BME680,1614547325.0202196
3,267.141,300000,1100000,VOC,KOhm,BME680,1614547325.0202196
0,28.5477734375,-40,85,Thermometer,°c,BME680,1614547385.8202202
1,992.5505483906568,300,1100,Barometer,hPa,BME680,1614547385.8202202
2,25.648887624473268,0,100,Hygrometer,%,BME680,1614547385.8202202
3,267.347,300000,1100000,VOC,KOhm,BME680,1614547385.8202202
0,28.576484375,-40,85,Thermometer,°c,BME680,1614547446.6602836
1,992.5164063480065,300,1100,Barometer,hPa,BME680,1614547446.6602836
2,25.634594902896946,0,100,Hygrometer,%,BME680,1614547446.6602836
3,268.171,300000,1100000,VOC,KOhm,BME680,1614547446.6602836
0,28.60578125,-40,85,Thermometer,°c,BME680,1614547507.500219
1,992.4761251747908,300,1100,Barometer,hPa,BME680,1614547507.500219
2,25.60936051062308,0,100,Hygrometer,%,BME680,1614547507.500219
3,268.793,300000,1100000,VOC,KOhm,BME680,1614547507.500219
0,28.6387890625,-40,85,Thermometer,°c,BME680,1614547568.3225775
1,992.4487364572564,300,1100,Barometer,hPa,BME680,1614547568.3225775
2,25.5734264216005,0,100,Hygrometer,%,BME680,1614547568.3225775
3,268.586,300000,1100000,VOC,KOhm,BME680,1614547568.3225775
0,28.674140625,-40,85,Thermometer,°c,BME680,1614547629.158828
1,992.4144469270764,300,1100,Barometer,hPa,BME680,1614547629.158828
2,25.58160989898701,0,100,Hygrometer,%,BME680,1614547629.158828
3,270.676,300000,1100000,VOC,KOhm,BME680,1614547629.158828
0,28.6997265625,-40,85,Thermometer,°c,BME680,1614547690.0003173
1,992.3771193530916,300,1100,Barometer,hPa,BME680,1614547690.0003173
2,25.654986495413176,0,100,Hygrometer,%,BME680,1614547690.0003173
3,271.521,300000,1100000,VOC,KOhm,BME680,1614547690.0003173
0,28.7378125,-40,85,Thermometer,°c,BME680,1614547750.850277
1,992.3418259050604,300,1100,Barometer,hPa,BME680,1614547750.850277
2,25.482122570349006,0,100,Hygrometer,%,BME680,1614547750.850277
3,268.378,300000,1100000,VOC,KOhm,BME680,1614547750.850277
0,28.798359375,-40,85,Thermometer,°c,BME680,1614547811.8750305
1,992.3013042049454,300,1100,Barometer,hPa,BME680,1614547811.8750305
2,25.28373786894423,0,100,Hygrometer,%,BME680,1614547811.8750305
3,269.001,300000,1100000,VOC,KOhm,BME680,1614547811.8750305
0,28.8817578125,-40,85,Thermometer,°c,BME680,1614547872.6614833
1,992.2526161387298,300,1100,Barometer,hPa,BME680,1614547872.6614833
2,25.09826192825425,0,100,Hygrometer,%,BME680,1614547872.6614833
3,271.309,300000,1100000,VOC,KOhm,BME680,1614547872.6614833
0,28.9376171875,-40,85,Thermometer,°c,BME680,1614547933.4917357
1,992.1993664259073,300,1100,Barometer,hPa,BME680,1614547933.4917357
2,25.01486526455423,0,100,Hygrometer,%,BME680,1614547933.4917357
3,271.098,300000,1100000,VOC,KOhm,BME680,1614547933.4917357
0,28.9618359375,-40,85,Thermometer,°c,BME680,1614547994.3302402
1,992.1563039241063,300,1100,Barometer,hPa,BME680,1614547994.3302402
2,25.011205085033726,0,100,Hygrometer,%,BME680,1614547994.3302402
